Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"Wee Nam Kee 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/wee-nam-kee-slipi,Slipi , China,4.1,4.0,3.9,3.9,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",100% HalalBisa reservasiArea parkirAlkohol,"Central Park, Lantai Lower GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",021 56985186,Rp. 50.000 - Rp. 100.000 /orang
"NO NA MA - Le Meridien Hotel 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/no-na-ma-le-meridien-hotel-sudirman,Sudirman , Jepang,3.7,4.4,3.7,4.1,4.4,"Senin - Minggu (12:00 - 15:30, 18:00 - 21:30)","Tunai, Visa, Master, Debet",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Le Meridien HotelJl. Jenderal Sudirman, Sudirman, Jakarta Pusat","021 5711577,  021 2513131",Di atas Rp. 200.000 /orang
"Central Restaurant 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/central-restaurant-tomang,Tomang , China,4.2,4.1,3.7,4.2,4.0,"Senin - Jumat (10:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiPesan antarRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Tomang Raya No. 29 (Samping Gedung HSBC), Tomang, Jakarta Barat","021 5681712,  021 5667766",Rp. 100.000 - Rp. 200.000 /orang
"Pochie Spesialis Iga 
                [ Indonesia ]",https://pergikuliner.com/restaurants/tangerang/pochie-spesialis-iga-bsd,BSD , Indonesia,4.8,4.0,4.6,4.2,4.8,Senin - Minggu (10:00 - 21:00),"Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Ruko Horison Broadway, Blok M6 No. 8, The Icon BSD CityJl. Horizon Broadway, BSD, Serpong, Tangerang Selatan",081388885835,Rp. 50.000 - Rp. 100.000 /orang
"Warung Tuman 
                [ Indonesia ]",https://pergikuliner.com/restaurants/tangerang/warung-tuman-bsd,BSD , Indonesia,4.3,4.1,4.1,3.9,3.7,"Selasa - Jumat (09:00 - 17:00), Sabtu - Minggu (08:00 - 17:00), Senin Tutup",Tunai,Pesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Kelurahan Ciater Kencana Loka No. 5, BSD, Serpong, Tangerang Selatan",085691108646,Di bawah Rp. 50.000 /orang
"Pizza Marzano 
                [ Italia ]",https://pergikuliner.com/restaurants/tangerang/pizza-marzano-bsd,BSD , Italia,4.1,4.1,3.7,4.3,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalBisa reservasiArea parkir,"AEON Mall BSD City, Lantai Ground, Cafe StreetJl. BSD Raya Utama, BSD, Serpong, Tangerang Selatan",021 29168326,Rp. 100.000 - Rp. 200.000 /orang
"Eighteen Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/eighteen-coffee-sukajadi-2,Sukajadi , Kafe,4.0,4.3,3.8,4.2,4.3,"Senin - Kamis (08:00 - 22:00), Jumat - Minggu (07:00 - 23:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Cemara No. 46, Sukajadi, Bandung( Alamat Lama:Jl. Cemara No. 51, Sukajadi, Bandung)",089618395319,Rp. 50.000 - Rp. 100.000 /orang
"Restoran Sederhana SA 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/restoran-sederhana-sa-tegalsari,Tegalsari , Indonesia,4.8,4.2,4.2,4.6,4.6,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet",Area merokok100% HalalBisa reservasiArea parkir,"Jl. Kombes Pol. M. Duryat No. 19 - 21, Tegalsari, Surabaya","031 5353506,  082332764324",Di bawah Rp. 50.000 /orang
"Firstly Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/firstly-coffee-kemanggisan,Kemanggisan , Kafe,4.6,4.4,4.2,4.8,4.4,Senin - Minggu (09:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Jl. Kemanggisan Raya No. 84B, Kemanggisan, Jakarta Barat",08118387783,Di bawah Rp. 50.000 /orang
"Toko Kopian 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/toko-kopian-cikini,Cikini , Kafe,4.1,4.3,3.9,3.8,4.1,Senin - Minggu (09:00 - 22:00),"Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Jl. Cilosari No. 35A, Cikini, Menteng, Jakarta Pusat",081904066194,Di bawah Rp. 50.000 /orang
"Bengkel Burger 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/bengkel-burger-panglima-polim,Panglima Polim , Barat,4.4,5.0,3.8,4.6,4.4,Senin - Minggu (11:00 - 23:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Buya HouseJl. Panglima Polim IX No. 15, Panglima Polim, Kebayoran Baru, Jakarta Selatan",081281211826,Rp. 100.000 - Rp. 200.000 /orang
"CROCO by Monsieur Spoon 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/croco-by-monsieur-spoon-jagakarsa-2,Jagakarsa , Kafe,4.8,4.4,4.2,4.6,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalBisa reservasiArea parkir,"AEON Mall Tanjung Barat, Lantai GroundJl. Raya Tanjung Barat No. 163, Jagakarsa, Jakarta Selatan",081120011874,Rp. 100.000 - Rp. 200.000 /orang
"Mixue 
                [ Es Krim,Minuman ]",https://pergikuliner.com/restaurants/bandung/mixue-cihampelas,Cihampelas ," Es Krim,Minuman",4.3,3.6,4.5,4.0,4.0,Senin - Minggu (10:00 - 21:00),"Tunai, Visa, Master, Debet, Ovo",WifiArea merokokArea outdoor100% HalalArea parkir,"Cihampelas Walk, Lantai Ground, Young StreetJl. Cihampelas No. 160, Cihampelas, Bandung",08112332615,Di bawah Rp. 50.000 /orang
"Bakmi GM 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/bakmi-gm-dukuh-pakis,Dukuh Pakis , Indonesia,4.1,3.8,3.9,4.2,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Graha Famili Commercial Area Tahap IIJl. Mayjend Yono Soewoyo, Dukuh Pakis, Surabaya",031 99147286,Di bawah Rp. 50.000 /orang
"Pizzapedia 
                [ Italia ]",https://pergikuliner.com/restaurants/tangerang/pizzapedia-gading-serpong,Gading Serpong , Italia,4.0,4.1,3.9,4.3,4.1,Senin - Minggu (12:00 - 21:00),"Tunai, Visa, Master, Debet",WifiPesan antar100% HalalBisa reservasiArea parkirAlkohol,"Ruko Spring Utara, No. 37Jl. Gading Golf Boulevard, Gading Serpong, Serpong, Tangerang","021 55680064,  08111617299",Rp. 50.000 - Rp. 100.000 /orang
"Stockholm Syndrome 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/stockholm-syndrome-bogor-timur,Bogor Timur , Kafe,4.2,4.3,3.8,3.9,4.0,"Senin - Kamis (08:00 - 21:00), Jumat (08:00 - 22:00), Sabtu - Minggu (08:30 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Pulo Armin No. 15, Bogor Timur, Bogor",081285772411,Di bawah Rp. 50.000 /orang
"Madalangu Bakehouse 
                [ Toko Roti dan Kue ]",https://pergikuliner.com/restaurants/bandung/madalangu-bakehouse-dipatiukur,Dipatiukur , Toko Roti dan Kue,4.2,3.8,4.0,4.2,4.4,Senin - Minggu (09:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"217 AreaJl. Dipatiukur No. 21, Dipatiukur, Bandung",08817874423,Rp. 100.000 - Rp. 200.000 /orang
"RM Pagi Sore 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/rm-pagi-sore-pantai-indah-kapuk,Pantai Indah Kapuk , Indonesia,4.3,4.2,3.6,4.2,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Ruko Beach Theme Park, Blok EJl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara","021 50120000,  081380881600",Di bawah Rp. 50.000 /orang
"Pizza Marzano 
                [ Italia ]",https://pergikuliner.com/restaurants/tangerang/pizza-marzano-gading-serpong,Gading Serpong , Italia,4.3,4.1,3.5,4.5,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Summarecon Mall Serpong, Lantai Ground, Downtown WalkJl. Gading Serpong Boulevard, Gading Serpong, Serpong, Tangerang",021 29310482,Rp. 100.000 - Rp. 200.000 /orang
"Shabu Hachi 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/shabu-hachi-lebak-bulus-2,Lebak Bulus , Jepang,4.4,3.9,4.1,3.9,4.1,"Senin - Kamis (11:00 - 21:00), Jumat - Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Lebak Bulus Raya No. 58, Lebak Bulus, Jakarta Selatan( Alamat Lama:Jl. Karang Tengah Raya No. 52, Lebak Bulus, Jakarta Selatan)","082299119958,  081288988018",Di atas Rp. 200.000 /orang
"Maison De La Sol Coffee and Culture 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/maison-de-la-sol-coffee-and-culture-cihampelas,Cihampelas , Kafe,3.9,4.3,4.1,4.1,4.1,"Senin - Kamis (10:00 - 01:00), Jumat (13:00 - 02:00), Sabtu (11:00 - 02:00), Minggu (11:00 - 01:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Cihampelas No. 36, Cihampelas, Bandung",082129711346,Di bawah Rp. 50.000 /orang
"Toko Kopi Tuku 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/toko-kopi-tuku-pulo-gadung,Pulo Gadung , Kafe,4.5,4.2,4.5,4.3,4.3,"Senin - Kamis (07:00 - 21:00), Jumat (07:00 - 11:45, 12:45 - 21:00), Sabtu - Minggu (07:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Area merokok100% Halal,"Jl. Pulo Asem Timur No. 40, Pulo Gadung, Jakarta Timur",08118198858,Di bawah Rp. 50.000 /orang
"Jo Jo Eatery 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/jo-jo-eatery-sunter,Sunter , Kafe,4.0,4.5,4.7,4.3,4.5,Senin - Minggu (08:30 - 22:00),"Tunai, Visa, Master, Debet, Go-pay",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Ruko Greenlake Sunter, Blok TBE Unit CJl. Agung Timur I, Sunter, Jakarta Utara",087775507575,Di bawah Rp. 50.000 /orang
"Little House Baked Goods 
                [ Toko Roti ]",https://pergikuliner.com/restaurants/jakarta/little-house-baked-goods-tebet,Tebet , Toko Roti,4.5,3.6,4.6,4.1,4.1,Senin - Minggu (08:30 - 18:00),"Tunai, Debet, Go-pay, Ovo",Pesan antar100% Halal,"Jl. Tebet Timur Dalam I No. 34, Tebet, Jakarta Selatan",081281615638,Di bawah Rp. 50.000 /orang
"Toriyuuji 
                [ Jepang ]",https://pergikuliner.com/restaurants/bekasi/toriyuuji-rawalumbu,Rawalumbu , Jepang,4.0,4.1,4.1,4.6,4.5,Senin - Minggu (09:00 - 21:00),"Tunai, Debet, Go-pay, Ovo, Dana, QRIS",Wifi100% HalalRuang VIPBisa reservasiArea parkir,"Kemang Pratama, Ruko Kemang Pratama, Blok AN No. 14Jl. Kemang Pratama Raya, Rawalumbu, Bekasi",081519999556,Di bawah Rp. 50.000 /orang
"Nonna 
                [ Italia,Barat ]",https://pergikuliner.com/restaurants/bandung/nonna-riau,Riau ," Italia,Barat",4.2,4.3,3.7,4.4,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Progo No. 37, Riau, Bandung",022 20512715,Rp. 100.000 - Rp. 200.000 /orang
"Bakmie 96 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bandung/bakmie-96-cilaki,Cilaki , Indonesia,4.4,3.8,4.4,4.4,3.9,Senin - Minggu (10:00 - 20:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Taman Cibeunying Utara, Cilaki, Bandung",081220029270,Di bawah Rp. 50.000 /orang
"Oharang BBQ 
                [ Korea ]",https://pergikuliner.com/restaurants/bandung/oharang-bbq-sukajadi,Sukajadi , Korea,4.6,3.8,4.6,4.1,4.0,Senin - Minggu (11:00 - 22:00),"Tunai, Debet",100% HalalBisa reservasiArea parkir,"Flamboyant Season Building, Lantai 1Jl. Sukawangi No. 2, Sukajadi, Bandung",082112112388,Rp. 100.000 - Rp. 200.000 /orang
"Pots & Pans 
                [ China ]",https://pergikuliner.com/restaurants/bandung/pots-dan-pans-mekar-wangi,Mekar Wangi , China,4.5,4.4,3.5,4.5,4.4,Senin - Minggu (07:00 - 22:00),"Tunai, Debet, Go-pay, Ovo, Dana",Area merokok100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Mekar Laksana No. 8B, Mekar Wangi, Bandung",082127322279,Rp. 50.000 - Rp. 100.000 /orang
"Rumah Kopi Rawdee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/rumah-kopi-rawdee-padasuka,Padasuka , Kafe,4.0,4.6,4.3,4.1,4.1,"Senin - Jumat (15:00 - 23:00), Sabtu - Minggu (08:00 - 23:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Padasuka Ideal Residence, Blok F3 No. 1Jl. Pasirluhur, Padasuka, Bandung",085718165658,Di bawah Rp. 50.000 /orang
"Casa Kopi - Hotel Casa Living Senayan 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/casa-kopi-hotel-casa-living-senayan-bendungan-hilir,Bendungan Hilir , Kafe,4.3,4.4,4.3,4.1,4.1,Senin - Minggu (09:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Hotel Casa Living SenayanJl. Penjernihan IV No. 9, Bendungan Hilir, Jakarta Pusat",021 25981666,Di bawah Rp. 50.000 /orang
"Sate Waru 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/sate-waru-rawamangun,Rawamangun , Indonesia,4.5,4.1,4.0,4.4,4.3,Senin - Minggu (09:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Waru No. 29A, Rawamangun, Jakarta Timur","081213301479,  085781822696",Rp. 50.000 - Rp. 100.000 /orang
"Maxx Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/maxx-coffee-kemang,Kemang , Kafe,4.3,4.5,3.9,4.5,4.1,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Kemang Village (Lippo Mall Kemang), Lantai GroundJl. Pangeran Antasari (Belakang Uniqlo), Kemang, Jakarta Selatan",021 29056891,Di bawah Rp. 50.000 /orang
"SORAI 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/sorai-riau,Riau , Kafe,4.0,4.4,3.9,4.6,4.3,"Senin - Jumat (08:00 - 20:00), Sabtu - Minggu (08:00 - 22:00)","Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Serayu No. 10, Riau, Bandung",082115776664,Di bawah Rp. 50.000 /orang
"Talupa 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/talupa-dipatiukur,Dipatiukur , Kafe,4.4,4.3,3.9,4.1,4.0,Senin - Minggu (11:00 - 21:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Teuku Angkasa No. 38, Dipatiukur, Bandung",087822475193,Di bawah Rp. 50.000 /orang
"Jamoo - Hotel Shangri-La Surabaya 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/jamoo-hotel-shangri-la-surabaya-dukuh-pakis-2,Dukuh Pakis , Indonesia,5.0,4.7,4.7,5.0,5.0,Senin - Minggu (06:00 - 22:30),"Tunai, Visa, Master, Debet",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Hotel Shangri-La Surabaya, Lantai 1Jl. Mayjen Sungkono No. 120, Dukuh Pakis, Surabaya",031 60038888,Di atas Rp. 200.000 /orang
Giga Bites,https://pergikuliner.com/restaurants/jakarta/giga-bites-gandaria,,,4.0,4.6,4.0,4.1,4.3,Senin - Minggu (07:00 - 20:00),"Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% Halal,"Jl. Gandaria Tengah IV No. 18, Gandaria, Jakarta Selatan",085759987417,Rp. 50.000 - Rp. 100.000 /orang
"Starbucks 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/starbucks-jatinegara-2,Jatinegara , Kafe,4.4,4.3,4.1,4.4,4.1,"Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalArea parkir,"Tamansari HiveJl. D. I. Panjaitan Kav 3 - 4, Jatinegara, Jakarta Timur",021 22807064,Rp. 50.000 - Rp. 100.000 /orang
"Seraya Menyapa 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/seraya-menyapa-bekasi-selatan,Bekasi Selatan , Kafe,4.2,4.2,4.4,4.3,4.5,"Senin - Kamis (09:00 - 22:00), Jumat - Minggu (08:00 - 23:00)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Taman Villa Baru Blok A Kav 7, Bekasi Selatan, Bekasi",08111701910,Di bawah Rp. 50.000 /orang
"J.CO Donuts & Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/j-co-donuts-dan-coffee-pondok-gede,Pondok Gede , Kafe,4.4,4.4,3.9,4.3,4.4,"Senin - Kamis (07:00 - 23:00), Jumat - Sabtu (07:00 - 24:00), Minggu (07:00 - 23:00)","Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Raya Jatiwaringin No. 24, Pondok Gede, Bekasi",021 85509545,Di bawah Rp. 50.000 /orang
"Blue Turtle Chicken & Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/blue-turtle-chicken-dan-coffee-palasari,Palasari , Kafe,4.3,4.4,4.0,4.1,3.9,"Selasa - Minggu (12:00 - 21:00), Senin Tutup",Tunai,100% Halal,"High Roller PointJl. Palasari No. 45, Palasari, Bandung",085693932748,Di bawah Rp. 50.000 /orang
"Blackswan Coffee House 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/blackswan-coffee-house-bekasi-selatan,Bekasi Selatan , Kafe,4.4,4.3,4.1,4.1,4.4,"Senin - Kamis (10:00 - 22:00), Jumat - Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Grand Galaxy CityJl. Sedap Malam Blok B2 No. 12A, Bekasi Selatan, Bekasi",081281466820,Rp. 50.000 - Rp. 100.000 /orang
"The Bloei 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/the-bloei-gatot-subroto,Gatot Subroto , Kafe,4.0,4.6,4.3,4.1,4.6,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Patuha No. 26, Gatot Subroto, Bandung",08112384646,Di bawah Rp. 50.000 /orang
"Koup+ 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/koup-bekasi-selatan,Bekasi Selatan , Kafe,4.2,4.2,4.1,4.3,4.2,Senin - Minggu (11:00 - 22:00),"Tunai, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalArea parkir,"Grand Galaxy CityJl. Taman Aster Blok P1 No. 23, Bekasi Selatan, Bekasi",082125420480,Di bawah Rp. 50.000 /orang
"Terasa 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/terasa-cempaka-putih,Cempaka Putih , Kafe,4.7,5.0,4.7,5.0,5.0,"Senin - Kamis (10:00 - 22:00), Jumat - Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)","Tunai, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Cempaka Putih Tengah II No. F34, Cempaka Putih, Jakarta Pusat","021 4204027,  081296789142",Rp. 50.000 - Rp. 100.000 /orang
"Aps3 Social Hub - Kampi Hotel 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/aps3-social-hub-kampi-hotel-genteng,Genteng , Kafe,3.9,4.7,3.7,4.3,4.7,Senin - Minggu (06:00 - 24:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Kampi Hotel, Lantai GroundJl. Taman Apsari No. 3 - 5, Genteng, Surabaya",031 99251222,Rp. 50.000 - Rp. 100.000 /orang
"Imperial Kitchen & Dimsum 
                [ China ]",https://pergikuliner.com/restaurants/bandung/imperial-kitchen-dan-dimsum-cihampelas,Cihampelas , China,4.3,4.3,4.3,4.6,4.1,Senin - Minggu (10:00 - 21:00),"Tunai, Visa, Master, Debet, Ovo",Area merokokArea outdoor100% HalalArea parkir,"Cihampelas Walk, Lantai Ground, Ciwalk ExtensionJl. Cihampelas No. 160, Cihampelas, Bandung",08111256903,Rp. 50.000 - Rp. 100.000 /orang
"May Star 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/may-star-kelapa-gading,Kelapa Gading , China,4.5,4.0,3.6,4.2,4.1,"Senin - Sabtu (10:00 - 22:00), Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Mall Artha Gading, Lantai 3Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",021 45864330,Di atas Rp. 200.000 /orang
"Mamam Dessert Bar 
                [ Dessert ]",https://pergikuliner.com/restaurants/jakarta/mamam-dessert-bar-pantai-indah-kapuk,Pantai Indah Kapuk , Dessert,4.4,4.3,4.1,4.1,4.4,"Senin - Jumat (10:00 - 19:00), Sabtu - Minggu (09:00 - 20:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalArea parkir,"Ruko Golf Island, Blok C No. 18Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",087828516999,Rp. 50.000 - Rp. 100.000 /orang
HokBen (Hoka Hoka Bento),https://pergikuliner.com/restaurants/tangerang/hokben-hoka-hoka-bento-bintaro,,,4.4,3.7,4.0,4.1,3.9,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiPesan antar100% HalalArea parkir,"Bintaro Plaza, Lantai 2Jl. Bintaro Utama (Bintaro Sektor 3A), Bintaro, Tangerang Selatan","021 7355300,  1500505",Rp. 50.000 - Rp. 100.000 /orang
"Cafe Kitsune 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/cafe-kitsune-pantai-indah-kapuk,Pantai Indah Kapuk , Kafe,4.0,4.4,3.8,4.8,4.3,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkirAlkohol,"PIK Avenue, Lantai GroundJl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",081211162204,Rp. 100.000 - Rp. 200.000 /orang
"Sushi Hiro 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/sushi-hiro-sukajadi,Sukajadi , Jepang,4.3,4.6,3.7,4.4,4.6,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea parkirAlkohol,"Paris Van Java, Lantai Ground (Resort Level)Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",082128332011,Rp. 100.000 - Rp. 200.000 /orang
"KopTul 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/koptul-mampang,Mampang , Kafe,4.7,5.0,4.7,5.0,5.0,"Senin - Sabtu (08:00 - 22:00), Minggu Tutup","Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalBisa reservasiArea parkir,"Kindo Square, Blok A9 No. 101Jl. Duren Tiga Raya No. 46, Mampang, Jakarta Selatan",087888331182,Di bawah Rp. 50.000 /orang
